"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
0,-0.152728157985811,-0.527075371129469,-0.873780401154839,-1.15951425977914,-1.35379911689968,-1.43774087767517,-1.40835344984099,-1.27863270523826,-1.07405676774893,-0.826671134570666,-0.568240189524867,-0.324027736806183,-0.108579214734193,0.0755517428765555,0.235773086859012,0.384369261212532
0,0.10551377563652,0.294917959959213,0.471668660675417,0.620590673523018,0.72798688429328,0.785702122012642,0.79311258699525,0.757098356392607,0.690312217664779,0.608296567102131,0.526161823223032,0.455584245924552,0.402794036819642,0.368021074935895,0.346587480409106,0.331545472911071
0,-0.0172561870488315,-1.0635262676923,-2.04948725106652,-2.90188682004289,-3.55255570863189,-3.95702330342759,-4.10388677541634,-4.01537598505692,-3.74056729953509,-3.34363304242365,-2.89012713932965,-2.43443618218423,-2.01111102890365,-1.63189989992019,-1.28910434795267,-0.96463406194014
0,-0.390759251916381,-1.29484212257054,-2.14119090282596,-2.85992548040632,-3.38655091710539,-3.67997763450656,-3.73152038742521,-3.56525488232898,-3.23113368771672,-2.79321054829409,-2.31595137227139,-1.85175533220059,-1.43241292879109,-1.06635181255976,-0.742339398277732,-0.439081954716029
0,-0.453688967300548,-2.01670097402032,-3.47008004982275,-4.68309021079581,-5.53938509732819,-5.972826286176,-5.98481128614747,-5.64347372796385,-5.06750200627164,-4.39955282618862,-3.77576384526748,-3.29832175231493,-3.0172876946748,-2.92605738494415,-2.97232132928468,-3.08375852927015
0,-0.509989258901666,-1.19327595900711,-1.8236078860305,-2.33729104168064,-2.67642274164663,-2.80574729750671,-2.72095906429149,-2.44872731843906,-2.03974589931401,-1.55706777470181,-1.06262990550027,-0.605043049333031,-0.211357109744386,0.11532384216364,0.391641477255121,0.643651138886779
0,0.256378551828422,0.667310538271594,1.05030894750872,1.37179347337479,1.60127735308145,1.72027355760393,1.72667686202438,1.63476326395857,1.47149483095708,1.27032699331449,1.06405873866204,0.878357089047916,0.727395201861344,0.612600699886952,0.524907671931171,0.450276098757292
0,0.165975270780745,-0.0481683792807972,-0.250796384909742,-0.428135322450633,-0.567835870317202,-0.662701544611774,-0.712503773526922,-0.723928876558839,-0.708943634824332,-0.682091350757153,-0.657383779209577,-0.645498102214923,-0.651908903667021,-0.676396827879182,-0.714117380823355,-0.758143107756103
0,0.0266023173632235,-0.181626579928167,-0.378213972004145,-0.549096109916553,-0.681352173353487,-0.766859779854848,-0.804112821848676,-0.798273132802678,-0.759739770525945,-0.701716659757491,-0.637390763492498,-0.577364643485434,-0.527907283490224,-0.490408194379201,-0.462177859789912,-0.438485615114486
0,-0.298495275550238,-0.347687589542879,-0.393011141631013,-0.428114202439672,-0.443462862211955,-0.426187650004609,-0.360482676583344,-0.228886407844423,-0.0144659760088434,0.29637636215027,0.710997233150543,1.22816968484753,1.83699276109489,2.51766330563686,3.24457148023479,3.99201058230021
0,-0.236820850421995,-0.817428731758365,-1.35988452451931,-1.81840153842929,-2.15158340645283,-2.33465171266199,-2.36544058939557,-2.26433734869663,-2.06911229519599,-1.82629307263373,-1.58122117797735,-1.36905946166754,-1.20875708955548,-1.10136736122865,-1.03327934870962,-0.984052480643486
0,-0.696941815477019,-1.82928640936082,-2.89005211628592,-3.79284893707994,-4.45848893960245,-4.83752958974576,-4.92146094368893,-4.74296136120245,-4.36697018762503,-3.87555492462058,-3.3503724730317,-2.85672628960827,-2.43272943669199,-2.08597704611029,-1.79863276697265,-1.5402720454857
