"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
0,-0.0514040976838444,-0.253762896671744,-0.442446659417931,-0.600838215851266,-0.713457541279497,-0.770176900485354,-0.768344402337857,-0.712917566005549,-0.614936083096544,-0.488873051232853,-0.349541908717527,-0.209264819166661,-0.0759143617495052,0.0477617694553666,0.163394365749141,0.274967206211879
0,0.00019239208781241,-0.51932160845776,-1.00564968050987,-1.4194501288343,-1.72622977304742,-1.90737544130553,-1.96542751661476,-1.92366302616353,-1.82082958320272,-1.70259758491737,-1.61179992986938,-1.57968627179367,-1.62019030272408,-1.72863720054139,-1.88552633013863,-2.06519232643042
0,-0.0473674745820727,-1.41204855141837,-2.68855128098802,-3.77096304558477,-4.56332950531775,-5.00784297703578,-5.09868647910972,-4.88196348564943,-4.4438893853366,-3.89104716831552,-3.32760943073586,-2.83472398276929,-2.45665407071207,-2.19685917441479,-2.02528592069824,-1.89613712625084
0,-0.599274016754697,-1.39791430695062,-2.14366165139302,-2.77266810857046,-3.22638564081663,-3.46821595856875,-3.4917759854197,-3.32109463370387,-3.00403245140949,-2.60112163838392,-2.17262962776179,-1.76679795261968,-1.41184466484314,-1.11350181258919,-0.858753255604801,-0.625285644734122
0,-0.174672848918237,-0.216075090817037,-0.255599462744491,-0.290970428327669,-0.320082085676267,-0.341582173269705,-0.355164454363353,-0.361582276290797,-0.362428782600323,-0.359759501448692,-0.355653055889406,-0.351810229379078,-0.349278721999393,-0.348362651828882,-0.348737773115769,-0.349753791692607
0,-0.0415995607029175,-0.31047350147926,-0.561927645564735,-0.774947142037409,-0.930289936135101,-1.01598073443383,-1.03003473063479,-0.980512719264995,-0.883333516117039,-0.758570794694226,-0.626163114206104,-0.502015987789636,-0.395355131041663,-0.307919981861096,-0.235220499601255,-0.169698748768915
0,-0.100495749901045,-0.58116888415673,-1.02536244113978,-1.3893086280794,-1.63346235000747,-1.73420234318901,-1.68956441036009,-1.51917584376249,-1.25929334231321,-0.954530283894968,-0.648322339828405,-0.374306905079611,-0.150540967436147,0.0221032139484638,0.156824698794613,0.273358197612361
0,-0.0155128481915486,0.243175291123948,0.486222703877077,0.69501285678207,0.853056082904387,0.951127998576808,0.989745850061945,0.979028165750319,0.936331011098362,0.882379971508184,0.836840859346607,0.814339782832916,0.821835560512506,0.857984301251588,0.914772853898785,0.98131703654059
0,-0.246928100372401,-0.98628283472922,-1.67519567929465,-2.25317992682192,-2.66565764477915,-2.88016617562779,-2.89428974966004,-2.73554402364358,-2.45446262344303,-2.11308718232224,-1.77170833930871,-1.47688302183476,-1.25340645293007,-1.10210536686663,-1.00420899098308,-0.93189422038322
0,-0.553384770857593,-1.39830572926774,-2.18469956115597,-2.84168269021599,-3.3037381533165,-3.5289477694434,-3.50810939856069,-3.2651312837154,-2.85012249557307,-2.32754939861986,-1.76245845692714,-1.20790894039451,-0.696357083429042,-0.236848738370233,0.1813144747166,0.579010144372333
