School_age,Elders,Population_size,GDP,workp,Hospital_capacity,Test_rate,Test_start,Response_time,Social_distancing_min,Social_distancing_rate,R0,beta,Agriculture,Food_sector,International_tourism,Internet,Cost,Deaths,School,GDP_loss
0.164238755629897,0.150946371158473,50000000,155680.291309142,5.686048855,24.9074027025555,203.6316392,141,70,0.382145,9.99997428,1.79955860138998,0.0617026674588829,0.0415111096956901,0.0369591547981144,0.0147038753441271,0.37800540661693,43438.6507663157,10630.7767189035,21933.7653518176,10874.1086955946
0.281528662420382,0.067515923566879,50000000,237716.314598778,5.90195082,69.8248271715131,74.95808937,73,79,0.29929,5.77e-10,1.7196344029334,0.0620196075600484,0.0773820928957438,0.0188421720624943,0.012268869666388,0.767544894526128,6834.18009990194,5994.86873335216,110.112272070746,729.199094479033
0.243163431665077,0.0839152234765757,50000000,91365.7961920093,4.123638593,43.4759682830758,14.05411585,89,88,0.4,9.999996849,1.57099644023469,0.0627365733594799,0.284718046554126,0.0201524522984295,0.170496566825406,0.220107474599513,11792.6284261211,1887.47655996592,8044.94355778741,1860.20830836781
0.318965517241379,0.0344827586206897,50000000,287938.311106386,2.377125326,59.2074816833801,29.64812173,73,97,0.100000004,0.001394026,1.51119346425541,0.0630157477063483,0.432689739663881,0.11172358455291,0.326002605507273,0.426102929501373,6881.63171163167,4.97127809926187,0.903335604475334,6875.75709792793
0.313927781871776,0.0250552689756816,50000000,451326.692524381,2.236749052,2.21962143552357,39.87070552,51,61,0.4,3.55e-14,1.27895163365116,0.0642968734197337,0.06744566441308,0.0566887324346927,0.0785757055217854,0.886109818311436,1375.13488867188,0.000310649806670037,4.10976453246189e-05,1375.13453692443
0.397155973575188,0.0211062590975255,50000000,216021.467221275,6.460787906,25.4193794795589,185.2939042,247,76,0.4,8.14e-05,1.76743523141765,0.0618251905000298,0.181333427333286,0.00785481849679086,0.0963764265177291,0.99809495994023,31863.2122862091,1876.79279331934,20463.6611101991,9522.75838269069
0.219136606791723,0.0925226603996191,50000000,267315.212867249,2.212395131,11.8978900016559,73.28994083,247,78,0.369342641,6.63e-05,1.56816182714177,0.0627504912508887,0.0799454935101945,0.0311533155761338,0.363757484199892,0.576886627018847,47700.2732035101,1330.95062276962,35188.3695509476,11180.9530297929
0.384431546602936,0.0298395356777057,50000000,200530.676196111,5.284213318,68.1413189252783,39.35002186,273,73,0.20470708,0.005649093,1.6764463125081,0.0622350074242019,0.348406740792584,0.0684246273132432,0.172152765664442,0.634151759614864,4448.59343033755,3525.76922125616,168.755495192913,754.068713888472
0.213994227132477,0.0643973325370757,50000000,516564.949339852,3.311817711,14.107651181983,185.2939042,66,71,0.399999978,0.000588799,1.58647417003473,0.0626562802573808,0.517061490112637,0.0325298480276453,0.483185867496219,0.315333709517705,74809.9079191939,8003.15430479269,55953.9869933774,10852.7666210238
0.296715775632788,0.0527647451414,50000000,345308.443976675,2.377125326,20.729647886734,39.87070552,99,67,0.4,0.000717249,1.55429546963886,0.0628210299257338,0.266669790037379,0.124315438457222,0.240054361178313,0.874419971455264,46731.6042971092,2813.0255724921,31602.497146019,12316.0815785981
0.274394347240915,0.0460969044414536,50000000,489074.34825022,5.864448678,18.4826524346806,150.5792094,79,76,0.1,1.005665385,1.76731483710342,0.0618256699747627,0.243440027893854,0.0192773114822505,0.471577280232004,0.636465246122534,76869.8337593812,8982.64621673732,56248.8564063175,11638.3311363263
0.354714064914992,0.0432766615146832,50000000,185981.454397192,6.671056872,15.4231936207912,28.34700315,30,73,0.4,2.411646536,1.77654693310853,0.0617897695074345,0.0286066910753536,0.0364955325657387,0.289670575994353,0.0203045181505307,102445.449162452,3535.63857399421,93211.1597194419,5698.65086901633
0.312774857878365,0.0307840823769173,50000000,324911.653186141,6.111700634,25.2112500487278,10.12879699,54,84,0.29714,0.003643728,1.8400118888455,0.0615569357685833,0.191742945795048,0.037224513099348,0.46656032103374,0.403050045260409,76147.849337914,3543.19673445343,57047.9030549446,15556.7495485159
0.367032150157963,0.0271325032521836,50000000,403562.655702475,6.111700634,8.45518265571237,28.34700315,310,72,0.1,0.001447226,1.67228630102468,0.0622566819943948,0.184741089508583,0.0373903157252721,0.0246587640997584,0.434558985386924,133415.616737735,4948.77428360565,119038.11622427,9428.72622985926
0.243163431665077,0.0839152234765757,50000000,258857.843557603,7.324284328,69.2166780892452,57.00140845,378,77,0.4,1.95e-13,1.9423047250345,0.0610938996367694,0.0975110381525124,0.00964925026814708,0.0686295922845072,0.990887975474089,34198.4017690897,6182.61383110274,20017.5588215816,7998.22911640538
0.297435897435897,0.0487179487179487,50000000,487816.069124962,7.324284328,1.75658843541046,17.37573529,84,79,0.399998008,0.001736216,1.82736030415159,0.0616031458585417,0.0304981018719114,0.00328243686217725,0.437889315312856,0.768231831567414,68634.8260117203,2009.29302265799,47757.6987567252,18867.8342323371
0.347536312991275,0.0339853984889726,50000000,371644.172407336,3.169209385,44.8525116694212,5.019142258,61,97,0.1,1.015407789,1.66438879048615,0.0622968621515211,0.0462522206626266,0.00673228811454808,0.0984715353916637,0.432205063956637,15127.5758936115,7209.72841518273,6074.84941302495,1842.99806540382
0.154180115470291,0.167068236577715,50000000,235103.449732661,4.461228455,51.7851868735025,61.06686099,162,73,0.100000054,3.55e-14,1.61230048380688,0.0625329063295761,0.0929306430386917,0.093651016298093,0.264866652794792,0.892842594016686,8670.27514009675,4862.59849399293,27.3828893603492,3780.29375674346
