School_age,Elders,Population_size,GDP,workp,Hospital_capacity,Test_rate,Test_start,Response_time,Social_distancing_min,Social_distancing_rate,R0,beta,Agriculture,Food_sector,International_tourism,Internet,Cost,Deaths,School,GDP_loss
0.164238755629897,0.150946371158473,50000000,155680.291309142,5.686048855,24.9074027025555,203.6316392,141,70,0.382145,9.99997428,2.49524336867108,0.0855560756327543,0.0415111096956901,0.0369591547981144,0.0147038753441271,0.37800540661693,208613.077998357,144063.841019369,26236.5270362462,38312.709942742
0.281528662420382,0.067515923566879,50000000,237716.314598778,5.90195082,69.8248271715131,74.95808937,73,79,0.29929,5.77e-10,2.38209735798261,0.0859117165020053,0.0773820928957438,0.0188421720624943,0.012268869666388,0.767544894526128,42442.5852782376,20681.4762089846,6099.1293993185,15661.9796699345
0.243163431665077,0.0839152234765757,50000000,91365.7961920093,4.123638593,43.4759682830758,14.05411585,89,88,0.4,9.999996849,2.18498893637655,0.0872559066245634,0.284718046554126,0.0201524522984295,0.170496566825406,0.220107474599513,74031.4686084315,43762.690973336,11013.3177330253,19255.4599020702
0.318965517241379,0.0344827586206897,50000000,287938.311106386,2.377125326,59.2074816833801,29.64812173,73,97,0.100000004,0.001394026,2.10763496904439,0.0878869559774187,0.432689739663881,0.11172358455291,0.326002605507273,0.426102929501373,165332.095300528,17253.5153673438,77464.050796941,70614.529136243
0.313927781871776,0.0250552689756816,50000000,451326.692524381,2.236749052,2.21962143552357,39.87070552,51,61,0.4,3.55e-14,1.77017705223458,0.0889923018692415,0.06744566441308,0.0566887324346927,0.0785757055217854,0.886109818311436,15351.1930889312,1134.52652514656,3171.99813518929,11044.6684285954
0.397155973575188,0.0211062590975255,50000000,216021.467221275,6.460787906,25.4193794795589,185.2939042,247,76,0.4,8.14e-05,2.44963282961649,0.085688580635959,0.181333427333286,0.00785481849679086,0.0963764265177291,0.99809495994023,57339.0013497933,13151.8528570419,17141.8589242539,27045.2895684975
0.219136606791723,0.0925226603996191,50000000,267315.212867249,2.212395131,11.8978900016559,73.28994083,247,78,0.369342641,6.63e-05,2.18134547336521,0.0872872286982373,0.0799454935101945,0.0311533155761338,0.363757484199892,0.576886627018847,80332.1402845272,5773.99655029732,31870.1601043861,42687.9836298438
0.384431546602936,0.0298395356777057,50000000,200530.676196111,5.284213318,68.1413189252783,39.35002186,273,73,0.20470708,0.005649093,2.32227278664619,0.0862101357136357,0.348406740792584,0.0684246273132432,0.172152765664442,0.634151759614864,114218.026518013,18529.8235632492,51610.4128944792,44077.7900602842
0.213994227132477,0.0643973325370757,50000000,516564.949339852,3.311817711,14.107651181983,185.2939042,66,71,0.399999978,0.000588799,2.20499841912193,0.0870843040026056,0.517061490112637,0.0325298480276453,0.483185867496219,0.315333709517705,57151.0486171964,19479.6955570839,11919.6800849777,25751.6729751348
0.296715775632788,0.0527647451414,50000000,345308.443976675,2.377125326,20.729647886734,39.87070552,99,67,0.4,0.000717249,2.16362303153763,0.0874486414374054,0.266669790037379,0.124315438457222,0.240054361178313,0.874419971455264,151925.956832385,14063.6971189114,47137.5218573143,90724.7378561592
0.274394347240915,0.0460969044414536,50000000,489074.34825022,5.864448678,18.4826524346806,150.5792094,79,76,0.1,1.005665385,2.44946236101503,0.0856891190909273,0.243440027893854,0.0192773114822505,0.471577280232004,0.636465246122534,204587.172479963,104325.953114196,37386.9575473212,62874.2618184459
0.354714064914992,0.0432766615146832,50000000,185981.454397192,6.671056872,15.4231936207912,28.34700315,30,73,0.4,2.411646536,2.46255088102615,0.0856495533572487,0.0286066910753536,0.0364955325657387,0.289670575994353,0.0203045181505307,339992.859141835,175402.472152853,114266.155878665,50324.2311103171
0.312774857878365,0.0307840823769173,50000000,324911.653186141,6.111700634,25.2112500487278,10.12879699,54,84,0.29714,0.003643728,2.55309320577201,0.0854128146843242,0.191742945795048,0.037224513099348,0.46656032103374,0.403050045260409,143423.845263053,20785.7023712162,68605.0881945711,54033.0546972654
0.367032150157963,0.0271325032521836,50000000,403562.655702475,6.111700634,8.45518265571237,28.34700315,310,72,0.1,0.001447226,2.31666990027484,0.0862461058127563,0.184741089508583,0.0373903157252721,0.0246587640997584,0.434558985386924,246812.910553045,5123.55173251692,147904.687662498,93784.6711580306
0.243163431665077,0.0839152234765757,50000000,258857.843557603,7.324284328,69.2166780892452,57.00140845,378,77,0.4,1.95e-13,2.70086725921857,0.0849539781992782,0.0975110381525124,0.00964925026814708,0.0686295922845072,0.990887975474089,116834.031171209,39946.2348283347,23484.5778864288,53403.2184564452
0.297435897435897,0.0487179487179487,50000000,487816.069124962,7.324284328,1.75658843541046,17.37573529,84,79,0.399998008,0.001736216,2.53492154910451,0.0854561312154294,0.0304981018719114,0.00328243686217725,0.437889315312856,0.768231831567414,158240.016858372,3234.61845250836,55992.0779886474,99013.3204172159
0.347536312991275,0.0339853984889726,50000000,371644.172407336,3.169209385,44.8525116694212,5.019142258,61,97,0.1,1.015407789,2.3061259590213,0.0863166177244149,0.0462522206626266,0.00673228811454808,0.0984715353916637,0.432205063956637,220447.363890151,44277.7212209118,118742.098287875,57427.5443813643
0.154180115470291,0.167068236577715,50000000,235103.449732661,4.461228455,51.7851868735025,61.06686099,162,73,0.100000054,3.55e-14,2.23850214812821,0.0868200726560243,0.0929306430386917,0.093651016298093,0.264866652794792,0.892842594016686,47672.7299915458,11965.6920516683,5607.48753022816,30099.5504096493
